  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
       474      7.411           7.451           7.627           7.377           3.769           1.066
       475      8.109           8.226           8.269           8.045           5.615           1.213
       476      8.165           8.309           8.311           8.102           5.294           1.842
       477      7.992           8.121           8.289           7.985           4.619           1.464
       478      9.463           9.610           9.703           9.418           5.284           2.007
       479      8.574           8.715           8.828           8.553           4.845           1.980
       480      8.718           8.840           8.985           8.698           6.088           2.006
       481      8.928           9.081           9.214           8.916           5.562           1.862
       482      9.075           9.215           9.225           8.987           5.289           1.917
       483      8.548           8.663           8.776           8.490           4.936           1.845
       484      8.484           8.604           8.746           8.437           5.337           1.278
       485      8.913           9.060           9.093           8.888           5.797           1.924
       486      9.521           9.657           9.636           9.433           4.708           1.593
       487     10.708          10.877          10.643          10.549           5.727           1.812
       488     10.370          10.562          10.329          10.231           5.838           1.918
       489     10.534          10.693          10.484          10.398           6.862           1.861
       490     11.506          11.674          11.368          11.312           6.254           1.855
       491     11.732          11.937          11.626          11.558           6.673           1.814
       492     11.567          11.744          11.518          11.429           7.139           1.881
       493     11.544          11.690          11.476          11.379           6.967           1.914
       494     10.735          10.887          10.650          10.563           6.517           1.890
       495     11.177          11.353          11.167          11.031           6.239           1.562
       496     11.237          11.397          11.141          11.055           5.759           1.057
       497     11.556          11.708          11.406          11.346           6.123           1.956
       498     11.506          11.674          11.368          11.320           6.896           2.029
       499     11.572          11.757          11.428          11.404           6.033           1.407
       500     11.995          12.227          11.818          11.839           6.069           1.716
